global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
801.724742368848	n/a	642762.5625263957	n/a	1270.9031224540583	n/a	1615194.7466634752	n/a	724.8513692069124	n/a	525409.5074411356	n/a	819.9826625242072	646.004911934796	n/a	n/a	n/a	n/a	-0.1183539392	-0.0691001684	0.0988459275	-0.125640523	-0.0997881749	0.0257449256	-0.005485958	0.1158320728	-0.0439725625	0.0381089128	-0.0758526831	0.0981807504	-0.1178290864	0.0714411621	0.055153638	-0.1449765456	0.1036635737	-0.0565500879	0.1682579113	-0.0625349541	0.06472876	0.0452410714	-0.0446315702	0.0096847632	-0.0899299402	0.1190975855	-0.0490090269	0.1253405328	-0.0597394325	0.0446740032	-0.0162434619	0.0413252732	-0.1098731578	0.0153860528	0.0770337797	-0.1165086918	0.0747101842	0.0297721961	-0.029630766	-0.0267302883	0.0377301079	0.1225343607	-0.051923807	0.0012698553	0.0034705558	0.078764629	0.0921422994	-0.0543806312	0.0343578252	-0.1576591302	-0.0216934195	0.050390402	-0.0238112795	0.0566411304	-0.1529396757	0.0122926082	-0.0640810877	0.0276453418	-0.0737948678	0.0229903668	-0.0928790939	0.0497077977	-0.0282096228	0.0554112474	-0.1481992619	0.0981614171	-0.0182765328	0.0667713221	-0.1858385135	0.031589026	-0.0236207328	0.1206753293	-0.1173932665	-0.0943752066	-0.1221459136	0.0106508664	-0.0309626679	0.066605576	-0.1813433483	0.0530860277	-0.0932428629	0.0225534734	-0.007966206	0.0621930158	-0.0661980476	0.0331757895	-0.0157033018	0.0534985259	-0.0354609726	-0.0577771271	0.042626582	-0.081368488	0.0195605276	-0.0015437717	0.0090362092	-0.1315720596	0.0442610824	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0502594767350217	n/a	0.0025260150016781	n/a	0.0755444642939977	n/a	0.005706966085467	n/a	-0.1769912047345272	n/a	0.0313258865533793	n/a	0.0097832999910846	n/a	9.571295871555594e-05	n/a	-0.001301056571475	n/a	1.692748202178282e-06	n/a	-0.0013331684518494	n/a	1.7773381210065258e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801.0798914132796	-0.6448509555683586	641728.9924267118	0.4158327548974251	1262.1461387339218	-8.756983720136532	1593012.8755209483	76.68476387473625	725.6241083343234	0.7727391274110005	526530.346595982	0.5971257590319144	819.1526416584596	638.5894246572758	0.976754	27.020325	0.2020584456759645	0.1100340386086733	-0.1278756234	-0.0754575831	0.0330783781	-0.0111873253	-0.0904449619	0.0385652073	-0.0326513585	-0.0135366546	0.0586824932	0.0046651354	-0.155886491	0.1043723676	-0.0853026134	0.0740702722	-0.0368451159	-0.0341127079	0.1732276839	-0.0120784701	0.2166726663	-0.1037690168	0.0731919208	0.0660836054	0.0081001237	0.0756562544	0.0274521398	0.021899829	0.0419200929	-0.0381162243	-0.0381047466	0.0506336213	0.0413246069	-0.0066323903	0.0582244068	-0.0043649056	0.065275618	0.0029504905	-0.0050790459	-0.0165274628	-0.0511522099	-0.0414909914	-0.0426428257	0.0415890643	0.0943470572	-0.0023168098	0.0534765827	-0.061282609	0.0824510817	-0.0593667311	0.0524333604	-0.1166371431	-0.0023261638	0.0105018798	0.0733406525	0.1246758808	-0.071189879	-0.0373300535	-0.0405093697	-0.0865901673	-0.1303277532	-0.0637787877	-0.2492272907	0.034719317	-0.0334640561	-0.0197396548	0.1155032092	0.0912393548	0.0779351081	-0.0087743692	0.0806865888	0.000315264	-0.0108730318	0.0824867412	-0.0247434981	-0.1105622586	-0.1376917973	-0.0459229457	-0.0344923918	0.1062439996	-0.1881453068	0.0466687609	-0.066753369	0.0028414683	-0.022657094	0.0487164518	-0.0168375774	-0.0304873416	-0.0234296761	0.0344792786	0.04166241	0.0373765378	0.064501416	0.0191754831	-0.006570717	-0.0239550766	-0.0777543845	-0.1511363427	-0.1692748818	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0296501863999196	-0.0206092903351021	0.0008791335535499	0.0004247428481165	0.1631997375188234	0.0876552732248257	0.0266341543262128	0.0076834469241188	-0.1865760142733989	-0.0095848095388716	0.0348106091021475	9.186857389644588e-05	0.0106059711160791	0.0008226711249944	0.0001124866233151	6.767877798997157e-07	-0.0011941079421295	0.0001069486293454	1.4258937774567496e-06	1.1438009318881126e-08	-0.0020877301490527	-0.0007545616972033	4.35861717526361e-06	5.69363354886325e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802.9182692197	1.8383778064204532	644677.7470467588	3.379632959139278	1259.5930634387948	-2.5530752951269733	1586574.685463128	6.518193462587682	726.4005983165888	0.7764899822653888	527657.8292346982	0.6029366925585038	818.2850432185803	633.1778687507875	0.8884999999999998	24.578928	0.1236467528386848	0.0656607381002335	-0.1496628917	-0.0449504344	-0.0028821994	-0.0472884636	-0.0507518612	-0.0367313811	-0.0090373108	-0.0644802156	0.0633454787	0.0459177675	0.0039343532	0.1265657406	-0.0196680589	0.0931446847	-0.0463143222	-0.0209722751	0.1959156608	-0.0653153513	0.0306493401	-0.0203059648	0.1228003192	0.1077143869	0.2912884031	-0.0202425183	-0.0193467058	0.0451550807	-0.0531339741	-0.0275889058	-0.0058655351	-0.0736307134	-0.0116858174	-0.0263208733	0.1009411306	0.0618587821	0.009528137	0.1607698232	-0.0214849314	0.0488617096	-0.0572890512	-0.0038518604	-0.0456090606	-0.0845300101	-0.0258997466	-0.0166919705	0.0813920732	-0.0320219669	0.0818638747	-0.012154348	0.1664498152	-0.0392749316	-0.0131471382	0.0023545232	0.0359813831	0.1520785442	-0.0633311794	-0.0889997276	-0.0795719176	-0.0542333915	-0.096489877	0.0077444043	-0.0275613654	0.2832159179	-0.0677523379	-0.0082402101	0.1378915188	0.0577747035	-0.0057654319	-0.1788458987	-0.0935891052	-0.0679605027	-0.0090800584	-0.1322631951	-0.0216623839	-0.1241155417	-0.1275131467	-0.0657231249	-0.1213665729	0.1117616488	-0.1901584466	0.0584133598	0.0513011532	0.0338652271	-0.0637339586	0.0305234786	-0.0284831772	0.002590203	-0.1144333008	0.0217361878	-0.0623621841	-0.0872713584	0.1398914971	0.0527887188	-0.0439255448	-0.0233192347	0.0073726118	-0.142006058	-0.0882476966	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0418498971905734	0.0121997107906538	0.0017514138948615	0.0001488329433755	0.1152083106591703	-0.0479914268596531	0.0132729548449398	0.0023031770520254	-0.2170686744810268	-0.0304926602076278	0.0471188094409499	0.0009298023265378	0.0111676001206096	0.0005616290045305	0.0001247152924538	3.1542713872992064e-07	-0.0010966941215073	9.741382062220015e-05	1.2027379961486684e-06	9.489452448214187e-09	-0.002087946423515	-2.162744622996073e-07	4.359520267469079e-06	4.6774643042984244e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
803.0210648023805	0.1027955826804145	644842.830516349	0.0105669318186059	1262.816781312721	3.2237178739262617	1594706.2231650208	10.392356930671657	725.7177579523194	-0.6828403642693956	526666.2642073412	0.4662709630755609	819.4026621802378	642.9200740123515	0.944026	26.114952	0.0849096485005604	0.0409124768114049	-0.1409210806	-0.0779937322	0.0013212053	-0.020046902	-0.1052910822	0.0054468521	-0.0035760594	0.0376515701	0.0353398329	-0.0056335813	-0.0651251762	0.1122762652	-0.1003855105	0.0946113038	-0.0489304703	-0.1962430047	0.0598392867	0.0522786925	0.1127487698	-0.0968855048	-0.0467071592	-0.0269906148	-0.0043639843	0.0019494602	-0.1445762106	-0.0348476778	0.0932131624	0.1372089059	-0.0250600133	0.0061244396	0.1202152158	-0.0060027236	0.0755031781	0.1529623026	0.0442501035	0.0550018719	-0.0383586061	0.0532442473	-0.0363943067	0.0266340841	0.1421458896	-0.0296281308	0.0742230297	-0.0376129958	-0.014590798	0.0412276191	0.1007989793	-0.0306937283	0.0599837655	-0.1307077542	0.007219975	0.0749035899	0.021167906	0.0128832112	-0.2348273765	0.0948801894	-0.0261756214	0.1141916084	-0.0693844819	0.0675070417	-0.0485593824	0.0657941936	0.1450223025	0.0612943444	0.0732062857	0.0065228355	0.0138125874	-0.089200594	0.0460561262	-0.1134644387	-0.0376647073	-0.0742192227	-0.0949386649	-0.1107735615	-0.1478911957	-0.0553903739	0.0176631442	0.0667462322	-0.2431073484	-0.0004636884	-0.0495513096	-0.0380457502	-0.0671123931	0.0698318451	-0.0332915108	0.0038837528	-0.0655198175	0.0584231755	0.0027158	-0.0042777894	0.0775162191	-0.1135852052	0.1077514613	-0.0030868417	-0.0050423495	-0.0233398429	-0.0021686154	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0633407839626727	0.0214908867720993	0.0040120549130059	0.0004618582142511	0.1384916272773182	0.0232833166181479	0.0191799308259196	0.0005421128327409	-0.1947353063324186	0.0223333681486082	0.0379218395323809	0.0004987793328612	0.0109215256609292	-0.0002460744596804	0.0001192797227623	6.055263970700094e-08	-0.0010975308742382	-8.367527309001161e-07	1.2045740199060675e-06	7.001551326688021e-13	-0.0021970767503378	-0.0001091303268228	4.827146246874908e-06	1.190942823245123e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802.6895102952137	-0.3315545071667429	644310.44993797	0.1099283912225818	1260.412199073075	-2.4045822396460608	1588638.911572225	5.782015747221266	727.3873407380871	1.669582785767716	529092.343466026	2.7875066785318867	821.1800280813443	635.2770515862662	0.933177	25.814848	0.1514152693538075	0.071225901871243	-0.1504525937	-0.0579876462	0.0683016378	-0.0291118473	-0.0836575642	-0.0274074322	0.0310878163	0.0054916659	0.0501807639	-0.0874067195	-0.0416607003	0.1338106123	-0.0081003301	0.0619741091	0.0569447731	-0.0530952201	-0.0121935875	0.0068233105	0.2219067105	-0.1664554047	-0.0540460007	-0.0915359405	-0.1051495622	-0.0447257939	-0.0523731008	-0.0121339672	-0.0231148924	-0.1026034317	0.0979551188	-0.0964689949	0.0085612054	0.0590157574	-0.0280579774	-0.2334000683	-0.1110176128	0.0841213607	0.0610059216	-0.0908266864	0.0429457115	0.1327867622	-0.0994621813	0.0853348649	0.0459868502	0.1261169631	-0.0802603809	-0.0736582371	0.1184037561	-0.0684587436	0.010558874	-0.0971857612	-0.0095036183	-0.0580479605	0.0113095556	0.012944468	-0.1103592089	0.0322004199	-0.0697312998	-0.0041713425	-0.2345741614	0.0386990579	-0.0520226339	-0.0448777299	0.0245994435	-0.1444193265	-0.0168637077	-0.1217919089	-0.0263663144	0.0638227211	-0.0043051206	-0.0488059489	0.2116388121	-0.0505531692	0.174413362	-0.1192789398	-0.1224564811	-0.0107354424	-0.0497719949	0.0955100945	-0.1589650124	0.1198882398	-0.0913855265	0.0127559243	0.005294754	0.1023178387	0.0172571187	-0.0625214026	-0.0691449154	0.0402697186	0.0888845121	0.0326529678	0.1113857275	-0.0302447062	-0.0938164243	-0.0041985029	-0.055761669	0.195104213	-0.0441553349	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.057242914254644	-0.0060978697080287	0.0032767512323645	3.718401497609407e-05	0.1773770395866449	0.0388854123093267	0.0314626141725222	0.0015120752904663	-0.2245583545091207	-0.0298230481767021	0.0504264545798439	0.0008894142025498	0.0102274458918024	-0.0006940797691268	0.0001046006494697	4.81746725911113e-07	-0.0010875298822807	1.0000991957500108e-05	1.182721244853473e-06	1.0001984013398184e-10	-0.0013689787282271	0.0008280980221107	1.874102758338288e-06	6.857463342236538e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.1503974137851	-2.5391128814286503	640240.6584814382	6.447094224636904	1257.7460313660006	-2.6661677070744645	1581925.0794169246	7.108450242246708	725.1770577359978	-2.2102830020893407	525881.7650666387	4.885350949325068	817.0571107379461	627.3368805429814	1.389796	38.44648	0.550443068491765	0.2869656602698035	-0.0620088317	-0.0363895024	0.0310481491	0.0158991328	0.0320038216	0.0001717454	0.0036101506	0.0065335703	0.1165368235	-0.1004024939	0.1410075502	0.0351804699	-0.1034132997	-0.0294651319	0.0240205838	0.0860794088	-0.0411552107	-0.1133569265	0.0746908085	0.0902928912	0.1246231432	0.0834706619	-0.1943044523	-0.0892523674	-0.0063995825	-0.1885746681	-0.1306403244	-0.1063230572	-0.0649211356	-0.0241647657	0.1569042843	0.0995699145	0.069413911	-0.0324896023	-0.2161120093	-0.0330645154	-0.0550021873	0.1983322659	0.0204660295	-0.1477181104	0.0039161987	-0.1051384954	-0.0859109036	-0.1505907145	-0.1229866385	0.1501557628	-0.0017759014	-0.0757883954	0.0042288265	-0.0463893247	0.0127315409	-0.1163181973	0.0922730125	0.0610107059	0.1290500991	-0.1651129978	0.041651877	0.1726680113	-0.1963699645	-0.2069761847	0.2311948014	-0.1055192464	0.2488346315	-0.0306502822	-0.0652129984	0.052675037	-0.1252397916	0.0900608388	-0.0927715871	-0.0780306743	0.047983064	-0.1968746664	0.1056177822	-0.0550710038	-0.0781202355	0.0019505381	-0.1971210209	0.1948142432	0.0883016408	-0.1103224705	0.2174036855	-0.1239501664	-0.0728103609	-0.0472060432	-0.0010255732	-0.3288704679	-0.0538270951	-0.1925073244	-0.0757563193	0.1544562417	0.0196986439	0.1624934857	0.253078085	0.0975407777	0.1719478569	0.1507886804	0.3014751916	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.111961632940762	0.054718718686118	0.0125354072507619	0.0029941381746505	0.0998554879550681	-0.0775215516315768	0.0099711184747447	0.0060095909673672	0.0077089801117296	0.2322673346208503	5.942837436304252e-05	0.053948114731874	0.0097042008253468	-0.0005232450664556	9.41715136586615e-05	2.737853995701253e-07	-0.00274119820223	-0.0016536683199493	7.514167583908984e-06	2.7346189124039403e-06	-0.0029107746128866	-0.0015417958846595	8.472608847025137e-06	2.3771345499529704e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801.7519936048436	1.6015961910585474	642806.2592493412	2.565110359213248	1258.9407239882328	1.1946926222321963	1584931.7465160156	1.4272904616160411	726.4052370337421	1.228179297744305	527664.5683900471	1.5084243874076937	818.0594977168713	635.5053646591774	1.273432	35.227451	0.4147579040134678	0.2436745674110727	-0.0444290211	-0.1352174109	0.0219871259	0.0389641232	0.1047248074	-0.0524568025	-0.0206530867	-0.1133046611	0.0640283776	0.0089891176	0.188544421	0.0116804265	-0.0727766206	0.0335267914	0.114860594	0.1171460653	-0.0490603229	0.040223207	-0.2080578091	0.2027483275	-0.1143537954	-0.0112261517	-0.0742923914	0.0323762016	0.0614812734	-0.2462759251	-0.0229150384	-0.1921159379	-0.2015806957	-0.0132559404	-0.009221684	-0.0653269586	-0.0281953675	-0.0608417877	0.1181475936	-0.1123467909	0.0383475057	-0.1705615261	-0.2265274164	0.033707287	-0.09747961	-0.0997097732	0.0232373612	-0.165779663	-0.0269494333	-0.0195133094	-0.028527784	0.0102254874	0.0895685914	-0.0326513783	-0.0701940873	-0.1473767139	0.039829375	-0.0728710615	0.1820209079	-0.1718061257	0.0734611413	0.067456793	0.1138719655	-0.0998429638	0.2443575981	-0.2109429994	-0.0152716746	0.0581518548	0.0951230709	0.0887724835	-0.137074937	-0.0423663792	0.0386458754	0.1765476248	0.0354024948	-0.0264139516	0.0237015572	-0.0252531431	-0.0776930675	0.0993795141	-0.0853254686	-0.0472856958	0.2180853259	-0.3044888901	-0.1258298593	-0.0565699402	0.0366024853	-0.0552747547	0.0559910285	0.0266471481	0.1730247653	-0.1863335049	-0.0881271542	0.1785996343	-0.0057417775	-0.0008954323	0.1740272196	-0.1121140724	-0.0291713122	-0.1112111203	-0.0974313514	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1711479439775445	0.0591863110367824	0.0292916187277407	0.0035030194141427	0.1154243452926664	0.0155688573375983	0.0133227794862406	0.0002423893187984	0.0401757678996617	0.0324667877879321	0.0016140923263274	0.0010540923092666	0.007356137852784	-0.0023480629725627	5.41127641091616e-05	5.5133997231204485e-06	-0.0029078739722609	-0.0001666757700308	8.455731038552385e-06	2.778081231539345e-08	0.0007252056015428	0.0036359802144294	5.259231645090544e-07	1.3220352119722066e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801.1165882273623	-0.6354053774813337	641787.7879330491	0.4037399937321962	1266.931472525412	7.990748537179115	1605115.3560754084	63.852062184430174	726.0448598663602	-0.3603771673818983	527141.1385383626	0.1298717027702007	819.6050345598641	635.5744096277656	1.112852	30.785254	0.2296222011518719	0.1092430087351393	0.0102761919	-0.0669216281	-0.0016175815	0.0332856365	0.0816083165	-0.0363333927	-0.0496294178	-0.0592455326	-0.0846824665	-0.0152568349	-0.0138522618	-0.0207146987	-0.0692051392	0.029769327	0.0541645639	0.0260444043	-0.0450429362	0.0943994861	-0.1605023469	0.0909065524	0.0539046015	0.0989801006	0.1242781754	0.1896746798	-0.0649704452	-0.2394476981	-0.006415633	-0.1209548429	0.1295885325	0.1817632506	-0.0454430035	-0.0833793458	-0.0089307666	-0.087973371	0.0418107315	-0.034212277	0.0079752134	-0.1182701385	0.1617581226	-0.089223147	-0.0392604267	0.1584747766	0.0450034585	0.1160578106	-0.1009719887	0.1644840762	-0.0364148935	0.1038460077	0.0533810275	-0.0588370533	-0.0890247508	-0.0874404184	-0.0855261179	-0.1234563068	0.0343231905	-0.1011069025	0.1403422015	-0.0093979573	0.1397325513	-0.1899750969	0.0950130595	0.1555783889	-0.0764729007	-0.1648261626	0.1008947608	0.1160009857	0.0620123098	0.0889593724	0.0591212128	0.135389095	-0.147169079	-0.0003135251	0.1283050704	0.0115780736	-0.0382137915	0.0401445775	-0.0556825358	-0.0173912313	0.1769176526	-0.3027273455	-0.0461929294	-0.1488026518	0.0037695105	-0.1403619588	-0.1029477053	0.06627684	0.0823343872	-0.0005598428	-0.1458532909	0.0559082342	0.0300066101	-0.0565372641	-0.035729405	-0.0224702664	0.0604980903	0.0981686713	0.0787850134	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.1130537020369075	-0.0580942419406369	0.0127811395442498	0.0033749409466572	0.0868567201666081	-0.0285676251260583	0.0075440898381004	0.0008161092053429	0.0958663582487133	0.0556905903490516	0.0091903586438706	0.0031014418534258	0.0067893094306123	-0.0005668284221717	4.609472254460111e-05	3.212944601816595e-07	-0.0031990918438997	-0.0002912178716388	1.0234188625705584e-05	8.480784876183263e-08	-0.0001621429793692	-0.000887348580912	2.629034575872081e-08	7.873875040465402e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.8707534840386	-4.245834743323712	635002.9977582194	18.02711266761473	1257.5151797974306	-9.416292727981272	1581344.4274209642	88.66656873903298	725.2365570294751	-0.8083028368851046	525968.0636519671	0.6533534761165081	819.0965160693153	611.0933120749371	1.289075	35.660194	0.5080080400215565	0.2453953792152287	0.094848994	0.0131158219	0.1025624827	0.0923603672	0.0032368525	0.0467238601	0.0581687432	-0.0409402738	-0.0572959718	-0.1058768259	-0.0508982304	-0.0826980738	-0.0784268333	-0.0658783603	0.0568006607	-0.1154461487	-0.143332694	0.2053683433	-0.0963256131	0.0347533735	-0.1935201848	-0.2156764613	-0.1054532801	-0.0660812016	-0.1297972949	-0.0012569985	-0.0057108781	-0.0206486592	0.0717323183	-0.0460061575	-0.088027369	-0.0351459994	-0.105037721	0.2200615327	-0.1518761311	0.1321138289	-0.0377006731	0.1093314072	0.0216809707	0.0778471254	0.0795170459	0.0981308858	0.0190953883	-0.0479872385	0.1252608065	-0.1139964469	-0.0302942462	0.0772883789	-0.1040963449	-0.112779356	-0.0315006801	0.0399714583	0.016977792	-0.2032615738	-0.1149662191	0.1238147035	0.0451640529	0.008208026	0.1722927451	0.2089846081	0.0862196303	-0.0517831562	0.0789584429	-0.0312112256	-0.0069110607	-0.1369030655	0.1117124278	0.0368118697	0.2207970176	0.018872536	0.2196564324	-0.0299974066	-0.0651547929	0.0766718523	0.0446373562	0.083894569	0.1002825917	-0.150989137	0.0711002055	-0.0549042542	-0.177953099	0.031093039	0.061916397	-0.036616822	-0.0557760249	0.1598793967	-0.0330521266	0.1181299429	0.0746062615	-0.0475432745	-0.1074137302	-0.1361818918	0.0034208225	-0.0066157418	0.1581745608	0.1522555075	-0.0194957514	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0770715187739057	-0.0359821832630018	0.0059400190061164	0.0012947175123722	0.1080585947090497	0.0212018745424416	0.0116766598904946	0.0004495194841134	0.0249691177987401	-0.0708972404499732	0.0006234568436473	0.0050264187034213	0.0028879007408692	-0.003901408689743	8.339970689112873e-06	1.5220989764402973e-05	-0.0011788159665691	0.0020202758773306	1.3896070830382416e-06	4.081514620523925e-06	0.0015147072888799	0.0016768502682491	2.2943381709858968e-06	2.8118268221270782e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.8005330794908	2.92977959545226	639680.8927142377	8.583608477928408	1257.369093415487	-0.1460863819436326	1580977.0370764837	0.0213412309893809	725.6600831255361	0.4235260960609821	526582.5562417599	0.1793743540446562	817.1366561760336	607.7195030236219	1.080297	29.884663	0.1246685618628734	0.0631483567110067	0.0625599725	-0.0170663732	0.0892480204	0.1229535778	0.0133624145	0.0718707294	0.0566822946	0.0671114405	0.0351141813	-0.1321539894	0.0056453655	-0.0470599191	-0.0415531371	0.0032588793	0.0023129881	0.1264294154	0.060639766	0.0624662824	-0.0354734061	0.0887054956	-0.1219427496	-0.0075768413	0.0024698096	0.0383493986	-0.0983209727	0.2075363851	-0.1213884772	0.0379914545	0.0050741872	-0.005319351	-0.1677944818	-0.0168401374	0.0399844214	0.1230542016	-0.0690079359	-0.2680310339	0.0458418949	-0.0634383706	-0.1205991731	-0.0955853894	0.0150934127	0.0637184586	0.032760465	-0.0246488847	0.094493228	0.0916985636	-0.0383274205	-0.0587842377	-0.0496616529	-0.0221663155	0.0460174323	-0.0397494346	0.11347683	0.054987402	0.0324092151	0.0077847012	0.1043915186	-0.0600077809	0.1765565691	0.0895623172	-0.0984739364	0.0070775915	-0.0557460305	-0.0370953557	-0.1657633452	-0.0356174188	-0.1175866428	0.1067596996	-0.2471422805	0.1113408834	0.0296254063	-0.0304289223	-0.098672888	0.0509243829	0.0003526475	0.069762325	0.0329484441	-0.0782887171	0.1215560415	-0.0435615659	-0.0840194192	0.0685996901	0.1120459343	-0.0237532531	-0.0544927907	0.0280855184	0.0568266084	0.0590202781	0.1518044789	0.1195810373	-0.0250091564	-0.0017736732	-0.1876204288	0.0008838179	0.0752068257	0.0052542414	0.0278795846	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0771907667518405	0.0001192479779348	0.005958414471737	1.422008024153985e-08	0.0925746664469784	-0.0154839282620713	0.0085700688677693	0.0002397520344249	0.0580288251315224	0.0330597073327823	0.0033673445461448	0.0010929442489292	0.0039146892961986	0.0010267885553294	1.5324792285771892e-05	1.0542947373554371e-06	-0.0012443734148399	-6.555744827079998e-05	1.548465195560314e-06	4.297779023778615e-09	0.0010869397266784	-0.0004277675622014	1.181437969431715e-06	1.829850872718141e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
